locationid,readingdate,dtwbelowcasing,wellname,current_stickup_height,measureby,conductivity,,,
1025,06/26/2018 10:25,3.7,1025,0.92,Lindsey Smith,,,,
1026,06/26/2018 10:30,0.66,1026,1.19,Lindsey Smith,,,,
1042,06/26/2018 11:11,0.18,1042,1.52,Lindsey Smith,,,,
1043,06/26/2018 11:27,1.19,1043,1.27,Lindsey Smith,,,,
1044,06/26/2018 11:32,0.72,1044,0.63,Lindsey Smith,,,,
1045,06/26/2018 11:45,0.75,1045,0.92,Lindsey Smith,,,,
1039,06/26/2018 11:50,3.01,1039,0.33,Lindsey Smith,,,,
1046,06/26/2018 11:55,1.01,1046,1.13,Lindsey Smith,,,,
1081,06/26/2018 13:01,0.19,1081,0.79,Lindsey Smith,,,,
1057,06/26/2018 13:45,1.05,1057,1.44,Lindsey Smith,,,,
1056,06/26/2018 13:48,2.24,1056,1.07,Lindsey Smith,,,,
1055,06/26/2018 13:58,0.81,1055,1.25,Lindsey Smith,,,,
1054,06/26/2018 14:09,1.9,1054,0.88,Lindsey Smith,,,,
1053,06/26/2018 14:24,0.55,1053,0.96,Lindsey Smith,,,,
1052,06/26/2018 14:31,0.44,1052,0.83,Lindsey Smith,,,,
1047,06/26/2018 14:45,1.1,1047,1.13,Lindsey Smith,,,,
7001,07/17/2018 10:53,210.58,F3-06,0.4,Hugh Hurlow,,,,
7003,07/17/2018 11:50,19.55,H2-S1,-1.39,Hugh Hurlow,,,,
7002,07/17/2018 14:08,12.78,D3-41,2.7,Hugh Hurlow,,,,
32,07/30/2018 12:25,1428.90,PW12,2.31,Stefan Kirby,,,,
21,07/30/2018 12:56,42.09,PW07MX,3.39,Stefan Kirby,,,,
20,07/30/2018 13:08,49.29,PW07B,1.85,Stefan Kirby,,,,
19,07/30/2018 13:11,47.39,PW07A,1.6,Stefan Kirby,,,,
23,07/30/2018 14:02,103.12,PW08B,1.81,Stefan Kirby,,,,
22,07/30/2018 14:11,103.45,PW08A,1.28,Stefan Kirby,,,,
31,07/30/2018 14:33,210.74,PW11E,2.03,Stefan Kirby,,,,
30,07/30/2018 14:36,210.85,PW11D,2.06,Stefan Kirby,,,,
29,07/30/2018 14:50,215.44,PW11C,1.04,Stefan Kirby,,,,
28,07/30/2018 14:58,215.91,PW11B,1.26,Stefan Kirby,,,,
5050,07/30/2018 15:04,217.16,PW11P,,Stefan Kirby,,,,
72,07/30/2018 15:32,9.46,SG23A (Needle Point BLM),1.9,Stefan Kirby,,,,
57,07/30/2018 15:33,10.09,SG23B,2.43,Stefan Kirby,,,,
4,07/30/2018 16:03,31.44,PW02A,1.43,Stefan Kirby,,,,
5,07/30/2018 16:05,31.22,PW02B,1.41,Stefan Kirby,,,,
71,07/30/2018 16:21,71.64,Snake Valley South MX,2.15,Stefan Kirby,,,,
40,07/30/2018 16:41,25.45,AG16A,1.98,Stefan Kirby,,,,
41,07/30/2018 16:43,31.59,AG16B,1.09,Stefan Kirby,,,,
42,07/30/2018 16:44,17.61,AG16C,1.69,Stefan Kirby,,,,
9,07/31/2018 08:26,592.50,PW04A,2.02,Stefan Kirby,,,,
10,07/31/2018 08:31,592.19,PW04B,1.71,Stefan Kirby,,,,
39,07/31/2018 09:20,84.64,AG15,1.56,Stefan Kirby,,,,
1,07/31/2018 10:06,108.82,PW01A,2.58,Stefan Kirby,,,,
2,07/31/2018 10:08,109.22,PW01B,2.28,Stefan Kirby,,,,
3,07/31/2018 10:12,122.41,PW01C,2.18,Stefan Kirby,,,,
34,07/31/2018 11:01,83.91,AG13B,1.47,Stefan Kirby,,,,
35,07/31/2018 11:04,84.87,AG13C,1.95,Stefan Kirby,,,,
33,07/31/2018 11:24,76.89,AG13A,1.34,Stefan Kirby,,,,
11,07/31/2018 12:16,59.59,PW05A,1.86,Stefan Kirby,,,,
12,07/31/2018 12:18,43.82,PW05B,1.63,Stefan Kirby,,,,
13,07/31/2018 12:20,42.30,PW05C,1.39,Stefan Kirby,,,,
38,07/31/2018 12:59,25.41,AG14C,0.46,Stefan Kirby,,,,
37,07/31/2018 13:01,31.23,AG14B,0.84,Stefan Kirby,,,,
36,07/31/2018 13:09,32.41,AG14A,1.57,Stefan Kirby,,,,
73,07/31/2018 13:31,83.05,Eskdale MX,4.19,Stefan Kirby,,,,
24,07/31/2018 13:47,180.79,PW09A,1.09,Stefan Kirby,,,,
25,07/31/2018 13:53,181.35,PW09B,1,Stefan Kirby,,,,
14,07/31/2018 14:27,109.53,PW06A,1.12,Stefan Kirby,,,,
15,07/31/2018 14:29,110.31,PW06B,1.04,Stefan Kirby,,,,
16,07/31/2018 14:31,110.06,PW06C,0.75,Stefan Kirby,,,,
17,07/31/2018 14:35,110.95,PW06D,1.71,Stefan Kirby,,,,
18,07/31/2018 15:00,84.50,PW06MX,0.39,Stefan Kirby,,,,
69,07/31/2018 15:46,43.43,Twin Springs MX,0.21,Stefan Kirby,,,,
58,07/31/2018 16:01,5.93,SG24A,3.02,Stefan Kirby,,,,
59,07/31/2018 16:02,3.57,SG24B,1.78,Stefan Kirby,,,,
60,07/31/2018 16:03,1.87,SG24C,1.91,Stefan Kirby,,,,
68,07/31/2018 16:33,8.72,SG27,2.06,Stefan Kirby,,,,
70,07/31/2018 17:24,22.59,Snake Valley North MX,2.13,Stefan Kirby,,,,
74,07/31/2018 17:41,48.39,Baker Creek,0.79,Stefan Kirby,,,,
8,07/31/2018 18:11,188.82,PW03Z,1.74,Stefan Kirby,,,,
5051,07/31/2018 18:21,197.37,PW03P,,Lindsey Smith,,,,
6,07/31/2018 18:26,217.34,PW03A,2.2,Stefan Kirby,,,,
7,07/31/2018 18:29,210.25,PW03B,1.85,Stefan Kirby,,,,
65,08/01/2018 08:48,6.40,SG26A,2.22,Stefan Kirby,,,,
66,08/01/2018 08:49,2.58,SG26B,2.74,Stefan Kirby,,,,
67,08/01/2018 08:50,2.65,SG26C,3.56,Stefan Kirby,,,,
62,08/01/2018 09:50,5.72,SG25B,2.22,Stefan Kirby,,,,
63,08/01/2018 09:52,2.82,SG25C,2.16,Stefan Kirby,,,,
61,08/01/2018 09:53,5.65,SG25A,2.1,Stefan Kirby,,,,
64,08/01/2018 10:17,9.72,SG25D,2.32,Stefan Kirby,,,,
47,08/01/2018 11:31,756.64,PW18,0.97,Stefan Kirby,,,,
51,08/01/2018 12:23,293.69,PW20,0.93,Stefan Kirby,,,,
55,08/01/2018 13:11,4.89,SG22A,2.83,Stefan Kirby,,,,
56,08/01/2018 13:11,-1.65,SG22B,3.26,Stefan Kirby,,,,
53,08/01/2018 13:42,7.71,SG21B,2.36,Stefan Kirby,,,,
52,08/01/2018 13:43,7.81,SG21A,2.43,Stefan Kirby,,,,
54,08/01/2018 13:44,4.91,SG21C,2.51,Stefan Kirby,,,,
43,08/01/2018 15:12,84.85,PW17A,1.79,Stefan Kirby,,,,
44,08/01/2018 15:14,84.25,PW17B,2.01,Stefan Kirby,,,,
45,08/01/2018 15:16,84.54,PW17C,2.01,Stefan Kirby,,,,
46,08/01/2018 15:36,150.17,Coyote Knolls MX,3.52,Stefan Kirby,,,,
75,08/01/2018 16:25,54.61,Central Tule MX,3.11,Stefan Kirby,,,,
26,08/01/2018 17:19,540.98,PW10A,1.89,Stefan Kirby,,,,
27,08/01/2018 17:25,521.19,PW10B,2.07,Stefan Kirby,,,,
136,08/02/2018 08:12,65.06,Callao Agricultural Well,0.69,Stefan Kirby,,,,
49,08/02/2018 09:29,195.40,PW19B,1.69,Stefan Kirby,,,,
48,08/02/2018 09:36,198.09,PW19A,2.17,Stefan Kirby,,,,
50,08/02/2018 09:38,198.42,PW19C,2.46,Stefan Kirby,,,,
2001,10/11/2018 12:15,0.6,2001,0.7,Lindsey Smith,,,,
2002,10/11/2018 12:47,0.7,2002,2.3,Lindsey Smith,,,,
2003,10/11/2018 13:08,2,2003,0.8,Lindsey Smith,,,,
3001,10/11/2018 15:08,1.6,3001,1.8,Lindsey Smith,,,,
3002,10/11/2018 15:30,0.6,3002,0.8,Lindsey Smith,,,,
3003,10/11/2018 15:54,1.5,3003,2,Lindsey Smith,,,,
1093,10/15/2018 16:25,2.8,1093,0.9,Lindsey Smith,,,,
1095,10/15/2018 16:40,0.9,1095,0.8,Lindsey Smith,,,,
1097,10/15/2018 17:20,1.2,1097,1.1,Lindsey Smith,,,,
4045,10/16/2018 10:36,1.9,4045,1.1,Lindsey Smith,,,,
4047,10/16/2018 11:27,0.9,4047,1.2,Lindsey Smith,,,,
4046,10/16/2018 11:42,0.9,4046,1.4,Lindsey Smith,,,,
4040,10/16/2018 12:54,2.2,4040,0.9,Lindsey Smith,,,,
4041,10/16/2018 13:01,1.1,4041,1.6,Lindsey Smith,,,,
4043,10/16/2018 13:15,0.8,4043,1.9,Lindsey Smith,,,,
4044,10/16/2018 13:31,0.5,4044,1.3,Lindsey Smith,,,,
4042,10/16/2018 14:14,1.9,4042,1.2,Lindsey Smith,,,,
4015,10/16/2018 15:58,3.6,4015,1.4,Lindsey Smith,,,,
4030,10/16/2018 16:13,0.5,4030,1.3,Lindsey Smith,,,,
4020,10/16/2018 16:38,1.4,4020,1.8,Lindsey Smith,,,,
4013,10/16/2018 17:22,0.8,4013,1.4,Lindsey Smith,,,,
4014,10/16/2018 17:31,4.4,4014,0.9,Lindsey Smith,,,,
4003,10/17/2018 10:36,4,4003,0.9,Lindsey Smith,,,,
4001,10/17/2018 10:47,1,4001,1.2,Lindsey Smith,,,,
4002,10/17/2018 11:00,3.3,4002,1.1,Lindsey Smith,,,,
4011,10/17/2018 11:32,0.1,4011,1.3,Lindsey Smith,,,,
4012,10/17/2018 11:53,0.9,4012,1.2,Lindsey Smith,,,,
4010,10/17/2018 12:07,0.6,4010,1.2,Lindsey Smith,,,,
1080,10/17/2018 13:48,0.8,1080,0.1,Lindsey Smith,,,,
1079,10/17/2018 14:13,0.9,1079,1,Lindsey Smith,,,,
1009,10/17/2018 15:49,2.2,1009,1.3,Lindsey Smith,,,,
1008,10/17/2018 15:56,1.5,1008,0.9,Lindsey Smith,,,,
1010,10/17/2018 17:04,2.6,1010,1.2,Lindsey Smith,,,,
1007,10/17/2018 17:25,1.1,1007,1,Lindsey Smith,,,,
1005,10/17/2018 17:33,3,1005,1.1,Lindsey Smith,,,,
1002,10/17/2018 17:56,2.2,1002,1,Lindsey Smith,,,,
1004,10/17/2018 18:04,2.8,1004,1.4,Lindsey Smith,,,,
1001,10/17/2018 18:13,1.8,1001,1.3,Lindsey Smith,,,,
1003,10/17/2018 18:27,0.8,1003,1,Lindsey Smith,,,,
1069,10/18/2018 11:10,0.3,1069,1.2,Lindsey Smith,,,,
1016,10/18/2018 12:23,1.8,1016,2,Lindsey Smith,,,,
1015,10/18/2018 12:45,3.2,1015,1,Lindsey Smith,,,,
1068,10/18/2018 13:09,2.5,1068,1.2,Lindsey Smith,,,,
1018,10/18/2018 13:36,1.1,1018,0.9,Lindsey Smith,,,,
1019,10/18/2018 14:07,0.8,1019,1.2,Lindsey Smith,,,,
1020,10/18/2018 14:10,2,1020,0.8,Lindsey Smith,,,,
1014,10/18/2018 16:10,2.5,1014,1.3,Lindsey Smith,,,,
1013,10/18/2018 16:20,4.1,1013,0.9,Lindsey Smith,,,,
1011,10/18/2018 16:30,1.1,1011,1,Lindsey Smith,,,,
1012,10/18/2018 16:30,0.9,1012,1.3,Lindsey Smith,,,,
1065,10/18/2018 16:30,0.3,1065,2,Lindsey Smith,,,,
1067,10/18/2018 16:46,1.1,1067,0.4,Lindsey Smith,,,,
1028,10/18/2018 17:43,1.2,1028,0.8,Lindsey Smith,,,,
1029,10/18/2018 17:59,1.8,1029,1,Lindsey Smith,,,,
1030,10/18/2018 18:18,1.2,1030,1.2,Lindsey Smith,,,,
1031,10/18/2018 18:30,2.4,1031,1.1,Lindsey Smith,,,,
1036,10/19/2018 10:15,1.7,1036,1.2,Lindsey Smith,,,,
1035,10/19/2018 10:27,0.3,1035,0.7,Lindsey Smith,,,,
1033,10/19/2018 10:39,1.6,1033,1.6,Lindsey Smith,,,,
1090,10/19/2018 11:32,1.3,1090,1.5,Lindsey Smith,,,,
1092,10/19/2018 11:52,1.3,1092,1.5,Lindsey Smith,,,,
1097,11/5/2018 16:50,1.02,1097,1.21,Diane Menuz,,,,
1096,11/5/2018 17:10,0.94,1096,1.05,Diane Menuz,,,,
1078,11/6/2018 9:01,1.97,1078,1.26,Diane Menuz,,,,
1077,11/6/2018 9:22,4.2,1077,1.57,Diane Menuz,,,,
1075,11/6/2018 10:03,1.56,1075,0.72,Diane Menuz,,,,
1072,11/6/2018 10:40,3.61,1072,0.9,Diane Menuz,,,,
1049,11/6/2018 11:34,0.91,1049,0.83,Diane Menuz,,,,
1070,11/6/2018 11:48,0.26,1070,0.64,Diane Menuz,,,,
1060,11/6/2018 13:15,0.68,1060,1.28,Diane Menuz,,,,
1081,11/6/2018 14:37,3.72,1081,0.73,Diane Menuz,,,,
1057,11/6/2018 15:25,1.08,1057,1.18,Diane Menuz,,,,
1056,11/6/2018 15:32,1.32,1056,1.04,Diane Menuz,,,,
1055,11/6/2018 15:46,0.87,1055,1.04,Diane Menuz,,,,
1054,11/6/2018 15:58,0.55,1054,0.83,Diane Menuz,,,,
1053,11/6/2018 16:09,0.56,1053,0.96,Diane Menuz,,,,
1052,11/6/2018 16:20,0.4,1052,0.83,Diane Menuz,,,,
1047,11/6/2018 16:32,0.73,1047,1.08,Diane Menuz,,,,
1046,11/6/2018 16:50,0.95,1046,1.16,Diane Menuz,,,,
1039,11/6/2018 16:58,2.55,1039,0.36,Diane Menuz,,,,
1045,11/6/2018 17:06,0.78,1045,0.95,Diane Menuz,,,,
1044,11/6/2018 17:14,0.47,1044,0.6,Diane Menuz,,,,
1043,11/6/2018 17:34,1.1,1043,1.28,Diane Menuz,,,,
1042,11/6/2018 17:46,0.18,1042,1.34,Diane Menuz,,,,
1038,11/7/2018 10:43,3.53,1038,3.8,Diane Menuz,,,,
1037,11/7/2018 10:47,1.12,1037,1.53,Diane Menuz,,,,
1040,11/7/2018 11:13,3.38,1040,0.73,Diane Menuz,,,,
1041,11/7/2018 11:18,1.84,1041,0.89,Diane Menuz,,,,
1026,11/7/2018 11:52,0.6,1026,1.3,Diane Menuz,,,,
1025,11/7/2018 11:55,3.03,1025,0.98,Diane Menuz,,,,
1024,11/7/2018 12:04,1.75,1024,1.27,Diane Menuz,,,,
1021,11/7/2018 12:21,2.7,1021,0.94,Diane Menuz,,,,
1023,11/7/2018 12:29,1.28,1023,1.5,Diane Menuz,,,,
1022,11/7/2018 12:37,1,1022,1.17,Diane Menuz,,,,
5052,11/30/2018 11:30,224.58,Snake Creek,,,,,,
5053,11/30/2018 12:10,64.9,Silver Creek MX,,,,,,
21,12/04/2018 12:18,42.28,PW07MX,3.39,Hugh Hurlow,,,,
19,12/04/2018 12:29,47.6,PW07A,1.6,Hugh Hurlow,,,,
20,12/04/2018 12:31,49.59,PW07B,1.85,Hugh Hurlow,,,,
36,12/04/2018 13:12,31.92,AG14A,1.57,Hugh Hurlow,,,,
37,12/04/2018 13:19,30.52,AG14B,0.84,Hugh Hurlow,,,,
38,12/04/2018 13:20,25.21,AG14C,0.46,Hugh Hurlow,,,,
11,12/04/2018 13:59,59.95,PW05A,1.86,Hugh Hurlow,,,,
12,12/04/2018 14:04,44.43,PW05B,1.63,Hugh Hurlow,,,,
13,12/04/2018 14:12,42.78,PW05C,1.39,Hugh Hurlow,,,,
22,12/04/2018 15:00,103.68,PW08A,1.28,Hugh Hurlow,,,,
23,12/04/2018 15:06,103.36,PW08B,1.81,Hugh Hurlow,,,,
30,12/04/2018 15:29,210.85,PW11D,2.06,Hugh Hurlow,,,,
31,12/04/2018 15:32,210.87,PW11E,2.03,Hugh Hurlow,,,,
5050,12/04/2018 16:00,217.32,PW11P,,Hugh Hurlow,,,,
28,12/04/2018 16:06,216.12,PW11B,1.26,Hugh Hurlow,,,,
29,12/04/2018 16:09,215.57,PW11C,1.04,Hugh Hurlow,,,,
72,12/04/2018 16:29,9.18,SG23A (Needle Point BLM),1.9,Hugh Hurlow,,,,
57,12/04/2018 16:31,9.79,SG23B,2.43,Hugh Hurlow,,,,
33,12/04/2018 17:14,78.09,AG13A,1.34,Hugh Hurlow,,,,
34,12/04/2018 17:22,79.22,AG13B,1.47,Hugh Hurlow,,,,
35,12/04/2018 17:24,79.93,AG13C,1.95,Hugh Hurlow,,,,
9,12/05/2018 08:19,592.59,PW04A,2.02,Hugh Hurlow,,,,
10,12/05/2018 08:26,592.3,PW04B,1.71,Hugh Hurlow,,,,
39,12/05/2018 09:13,84.75,AG15,1.56,Hugh Hurlow,,,,
4,12/05/2018 09:45,30.75,PW02A,1.43,Hugh Hurlow,,,,
5,12/05/2018 09:46,30.44,PW02B,1.41,Hugh Hurlow,,,,
40,12/05/2018 10:07,22.66,AG16A,1.98,Hugh Hurlow,,,,
41,12/05/2018 10:08,21.27,AG16B,1.09,Hugh Hurlow,,,,
42,12/05/2018 10:09,17.87,AG16C,1.69,Hugh Hurlow,,,,
1,12/05/2018 10:59,103.98,PW01A,2.58,Hugh Hurlow,,,,
2,12/05/2018 11:04,109.1,PW01B,2.28,Hugh Hurlow,,,,
3,12/05/2018 11:06,122.56,PW01C,2.18,Hugh Hurlow,,,,
68,12/05/2018 13:17,8.83,SG27,,Hugh Hurlow,,,,
58,12/05/2018 13:57,5.3,SG24A,3.02,Hugh Hurlow,,,,
59,12/05/2018 13:58,3.12,SG24B,1.78,Hugh Hurlow,,,,
60,12/05/2018 13:59,1.83,SG24C,1.91,Hugh Hurlow,,,,
18,12/05/2018 14:57,84.74,PW06MX,0.39,Hugh Hurlow,,,,
14,12/05/2018 15:32,116.78,PW06A,1.12,Hugh Hurlow,,,,
15,12/05/2018 15:34,110.48,PW06B,1.04,Hugh Hurlow,,,,
16,12/05/2018 15:36,110.19,PW06C,0.75,Hugh Hurlow,,,,
17,12/05/2018 15:38,111.17,PW06D,1.71,Hugh Hurlow,,,,
24,12/05/2018 16:11,181.36,PW09A,1.09,Hugh Hurlow,,,,
25,12/05/2018 16:14,181.82,PW09B,1,Hugh Hurlow,,,,
65,12/06/2018 07:57,4.42,SG26A,,Hugh Hurlow,,,,
66,12/06/2018 07:58,1.89,SG26B,,Hugh Hurlow,,,,
67,12/06/2018 07:59,1.95,SG26C,,Hugh Hurlow,,,,
61,12/06/2018 08:45,5.1,SG25A,2.1,Hugh Hurlow,,,,
62,12/06/2018 08:46,5.36,SG25B,2.22,Hugh Hurlow,,,,
63,12/06/2018 08:47,2.49,SG25C,2.16,Hugh Hurlow,,,,
64,12/06/2018 09:10,9.24,SG25D,,Hugh Hurlow,,,,
47,12/06/2018 10:09,757.12,PW18,0.97,Hugh Hurlow,,,,
52,12/06/2018 12:09,7.92,SG21A,2.43,Hugh Hurlow,,,,
53,12/06/2018 12:10,7.7,SG21B,2.36,Hugh Hurlow,,,,
54,12/06/2018 12:11,4.88,SG21C,2.51,Hugh Hurlow,,,,
55,12/06/2018 12:35,5.05,SG22A,2.83,Hugh Hurlow,,,,
56,12/06/2018 12:50,-1.75,SG22B,3.26,Hugh Hurlow,,,,
51,12/06/2018 13:54,293.84,PW20,0.93,Hugh Hurlow,,,,
43,12/06/2018 14:57,84.97,PW17A,1.79,Hugh Hurlow,,,,
44,12/06/2018 14:59,84.37,PW17B,2.01,Hugh Hurlow,,,,
45,12/06/2018 15:04,84.66,PW17C,2.01,Hugh Hurlow,,,,
6,12/06/2018 17:22,219.2,PW03A,2.2,Hugh Hurlow,,,,
7,12/06/2018 17:25,212.15,PW03B,1.85,Hugh Hurlow,,,,
8,12/06/2018 17:32,190.82,PW03Z,1.74,Hugh Hurlow,,,,
5051,12/06/2018 17:43,199.33,PW03P,,Hugh Hurlow,,,,
26,12/07/2018 08:17,521.51,PW10A,1.89,Hugh Hurlow,,,,
27,12/07/2018 08:38,541.38,PW10B,2.07,Hugh Hurlow,,,,
48,12/07/2018 13:05,198.24,PW19A,2.17,Hugh Hurlow,,,,
49,12/07/2018 13:09,198.59,PW19B,1.69,Hugh Hurlow,,,,
50,12/07/2018 13:23,195.93,PW19C,2.46,Hugh Hurlow,,,,
75,12/12/2018 07:45,54.82,Central Tule MX,3.11,Hugh Hurlow,,,,
71,12/12/2018 09:35,71.72,Snake Valley South MX,2.15,Hugh Hurlow,,,,
136,12/12/2018 11:05,61.62,Callao Agricultural Well,0.69,Hugh Hurlow,,,,
70,12/12/2018 12:24,22.98,Snake Valley North MX,2.13,Hugh Hurlow,,,,
69,12/12/2018 14:18,43.39,Twin Springs MX,0.21,Hugh Hurlow,,,,
46,12/12/2018 14:43,150.3,Coyote Knolls MX,3.52,Hugh Hurlow,,,,
73,12/12/2018 16:21,83.58,Eskdale MX,4.19,Hugh Hurlow,,,,
21,03/04/2019 12:19,42.33,PW07MX,3.39,Hugh Hurlow,,,,
19,03/04/2019 12:27,47.58,PW07A,1.6,Hugh Hurlow,,,,
20,03/04/2019 12:29,49.5,PW07B,1.85,Hugh Hurlow,,,,
36,03/04/2019 12:59,31.08,AG14A,1.57,Hugh Hurlow,,,,
37,03/04/2019 13:08,29.69,AG14B,0.84,Hugh Hurlow,,,,
38,03/04/2019 13:09,24.6,AG14C,0.46,Hugh Hurlow,,,,
11,03/04/2019 13:53,60.08,PW05A,1.86,Hugh Hurlow,,,,
12,03/04/2019 13:55,44.42,PW05B,1.63,Hugh Hurlow,,,,
13,03/04/2019 13:56,42.93,PW05C,1.39,Hugh Hurlow,,,,
22,03/04/2019 14:50,103.8,PW08A,1.28,Hugh Hurlow,,,,
23,03/04/2019 14:52,103.47,PW08B,1.81,Hugh Hurlow,,,,
30,03/04/2019 15:25,211.1,PW11D,2.06,Hugh Hurlow,,,,
31,03/04/2019 15:27,210.96,PW11E,2.03,Hugh Hurlow,,,,
29,03/04/2019 15:41,215.81,PW11C,1.04,Hugh Hurlow,,,,
28,03/04/2019 15:44,216.13,PW11B,1.26,Hugh Hurlow,,,,
5050,03/04/2019 15:52,217.35,PW11P,,Hugh Hurlow,,,,
72,03/04/2019 16:13,8.25,SG23A (Needle Point BLM),1.9,Hugh Hurlow,,,,
57,03/04/2019 16:15,8.85,SG23B,2.43,Hugh Hurlow,,,,
33,03/04/2019 17:22,75.12,AG13A,1.34,Hugh Hurlow,,,,
34,03/04/2019 17:29,76.8,AG13B,1.47,Hugh Hurlow,,,,
35,03/04/2019 17:31,77.58,AG13C,1.95,Hugh Hurlow,,,,
65,03/05/2019 07:46,4.4,SG26A,0,Hugh Hurlow,,,,
66,03/05/2019 07:48,1.51,SG26B,0,Hugh Hurlow,,,,
67,03/05/2019 07:50,1.5,SG26C,0,Hugh Hurlow,,,,
61,03/05/2019 08:56,4.89,SG25A,2.1,Hugh Hurlow,,,,
62,03/05/2019 08:57,5.18,SG25B,2.22,Hugh Hurlow,,,,
63,03/05/2019 08:57,2.32,SG25C,2.16,Hugh Hurlow,,,,
64,03/05/2019 09:23,8.98,SG25D,,Hugh Hurlow,,,,
47,03/05/2019 10:18,757.14,PW18,0.97,Hugh Hurlow,,,,
136,03/05/2019 11:21,59.98,Callao Agricultural Well,0.69,Hugh Hurlow,,,,
52,03/05/2019 12:46,7.96,SG21A,2.43,Hugh Hurlow,,,,
53,03/05/2019 12:47,7.84,SG21B,2.36,Hugh Hurlow,,,,
54,03/05/2019 12:48,4.94,SG21C,2.51,Hugh Hurlow,,,,
55,03/05/2019 13:12,5.16,SG22A,2.83,Hugh Hurlow,,,,
56,03/05/2019 13:25,1.68,SG22B,3.26,Hugh Hurlow,,,,
51,03/05/2019 14:09,293.85,PW20,0.93,Hugh Hurlow,,,,
46,03/05/2019 15:07,150.25,Coyote Knolls MX,3.52,Hugh Hurlow,,,,
43,03/05/2019 15:28,84.95,PW17A,1.79,Hugh Hurlow,,,,
44,03/05/2019 15:30,84.29,PW17B,2.01,Hugh Hurlow,,,,
45,03/05/2019 15:32,84.43,PW17C,2.01,Hugh Hurlow,,,,
9,03/06/2019 07:53,592.52,PW04A,2.02,Hugh Hurlow,,,,
10,03/06/2019 08:00,592.18,PW04B,1.71,Hugh Hurlow,,,,
39,03/06/2019 08:50,83.37,AG15,1.56,Hugh Hurlow,,,,
71,03/06/2019 09:12,71.59,Snake Valley South MX,2.15,Hugh Hurlow,,,,
4,03/06/2019 09:32,30.86,PW02A,1.43,Hugh Hurlow,,,,
5,03/06/2019 09:36,29.87,PW02B,1.41,Hugh Hurlow,,,,
40,03/06/2019 09:53,21.7,AG16A,1.98,Hugh Hurlow,,,,
41,03/06/2019 09:59,20.02,AG16B,1.09,Hugh Hurlow,,,,
42,03/06/2019 10:02,17.72,AG16C,1.69,Hugh Hurlow,,,,
1,03/06/2019 10:36,107.98,PW01A,2.58,Hugh Hurlow,,,,
2,03/06/2019 10:38,107.84,PW01B,2.28,Hugh Hurlow,,,,
3,03/06/2019 10:40,122.48,PW01C,2.18,Hugh Hurlow,,,,
5052,03/06/2019 11:15,225.63,Snake Creek,,Hugh Hurlow,,,,
,03/06/2019 12:22,63.45,Silver Creek MX,,Hugh Hurlow,,,,
70,03/06/2019 12:40,22.92,Snake Valley North MX,2.13,Hugh Hurlow,,,,
68,03/06/2019 13:33,7.42,SG27,0,Hugh Hurlow,,,,
58,03/06/2019 14:03,5.33,SG24A,3.02,Hugh Hurlow,,,,
59,03/06/2019 14:04,3.14,SG24B,1.78,Hugh Hurlow,,,,
60,03/06/2019 14:05,1.62,SG24C,1.91,Hugh Hurlow,,,,
69,03/06/2019 14:41,43.39,Twin Springs MX,0.21,Hugh Hurlow,,,,
18,03/06/2019 15:58,84.78,PW06MX,0.39,Hugh Hurlow,,,,
14,03/06/2019 16:20,116.82,PW06A,1.12,Hugh Hurlow,,,,
15,03/06/2019 16:22,110.49,PW06B,1.04,Hugh Hurlow,,,,
16,03/06/2019 16:24,110.2,PW06C,0.75,Hugh Hurlow,,,,
17,03/06/2019 16:28,111.13,PW06D,1.71,Hugh Hurlow,,,,
73,03/06/2019 17:13,83.38,Eskdale MX,4.19,Hugh Hurlow,,,,
24,03/06/2019 17:27,181.26,PW09A,1.09,Hugh Hurlow,,,,
25,03/06/2019 17:33,181.65,PW09B,1,Hugh Hurlow,,,,
6,03/07/2019 06:50,220.27,PW03A,2.2,Hugh Hurlow,,,,
7,03/07/2019 06:52,213.03,PW03B,1.85,Hugh Hurlow,,,,
8,03/07/2019 07:05,200.25,PW03Z,1.74,Hugh Hurlow,,,,
5051,03/07/2019 07:28,191.97,PW03P,,Hugh Hurlow,,,,
75,03/07/2019 09:10,54.72,Central Tule MX,3.11,Hugh Hurlow,,,,
27,03/07/2019 09:38,541.29,PW10B,2.07,Hugh Hurlow,,,,
26,03/07/2019 09:44,521.78,PW10A,1.89,Hugh Hurlow,,,,
50,03/07/2019 11:27,195.55,PW19C,2.46,Hugh Hurlow,,,,
48,03/07/2019 11:32,198.18,PW19A,2.17,Hugh Hurlow,,,,
49,03/07/2019 11:35,198.53,PW19B,1.69,Hugh Hurlow,,,,
21,08/05/2019 13:34,42.41,PW07mx,3.39,Stefan Kirby,,,,
20,08/05/2019 13:54,49.52,PW07B,1.85,Stefan Kirby,,,,
19,08/05/2019 14:07,47.63,PW07A,1.6,Stefan Kirby,,,,
23,08/05/2019 14:55,103.41,PW08B,1.81,Stefan Kirby,,,,
22,08/05/2019 15:12,103.71,PW08A,1.28,Stefan Kirby,,,,
30,08/05/2019 15:35,210.91,PW11D,2.06,Stefan Kirby,,,,
31,08/05/2019 15:39,211.05,PW11E,2.03,Stefan Kirby,,,,
28,08/05/2019 15:52,216.12,PW11B,1.26,Stefan Kirby,,,,
29,08/05/2019 15:59,125.6,PW11C,1.04,Stefan Kirby,,,,
