"objectid","locationid","locationname","locationtype","locationdesc","huc8","huc12","altlocationcontext","altlocationid","latitude","longitude","horizontalaccmeasurevalue","horizontalaccmeasureunit","horizontalcollectionmethod","horizontalcoordrefsystem","verticalmeasure","verticalunit","verticalcollectionmethod","verticalcoordrefsystem","state","county","welltype","aquifername","wellformationtype","welldepthmeasureunit","attachmentfilename","wlnetworkname","wlbaseline","wlwelltype","wlwellcharacteristics","qwnetworkname","qwbaseline","qwwelltype","qwwellcharacteristics","link","nationalaquifer","welldepth","geology","priority","usgs_id","win","send","aquifertype","display","siteid","wrnum","linkgeophysicallog","imagepath","notes","linklithologiclog","linkdevelopmentlog","loggertype","baroefficiency","baroefficiencystart","locationdatatable","barologgertype","installdate","enddate","locstatus","personnel","inwqx","shape","stickup"
824,"411259112521501","(B-6-9)21ddd-1","Well",NULL,"16020308","160203081807",NULL,NULL,"41.21646000","-112.87088500",10,"ft","GPS-Unspecified","NAD83","4335.00000000","ft","Digital Elevation Model","NAVD88","UT","003","Other",NULL,NULL,"ft",NULL,NULL,NULL,NULL,NULL,"GSL Chem",NULL,NULL,NULL,"https://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=13-3594",NULL,"185.00000000",NULL,NULL,NULL,1263,"1",NULL,"0",-1,"13-3594",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008E9BB48D9703AA83C2FFBC0830313030",NULL
825,"414199111999901","GSL-GW-SWFS","Spring","Salty Spring protected by fence","16020309","160203090506",NULL,NULL,"41.73904874","-112.73304375",10,"ft","GPS-Unspecified","NAD83","4230.80000000","ft","Digital Elevation Model","NAVD88","UT","003",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GSL Chem",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",-1,"13-2254",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A0E4D9869803B084C9A6C10808000000",NULL
826,"374009113351301","H-well","Well",NULL,"16030006","160300061307",NULL,NULL,"37.67012399","-113.58727751",10,"ft","GPS-Unspecified","NAD83","5210.58000000","ft","Digital Elevation Model","NAVD88","UT","021","Irrigation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"UGS-NGWMN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A9B5F2E4910398AE8BE49F0800000000",NULL
1245,"392104113305601","North Tule - 4010","Well","North Tule - 4010","16020303","160203030211","North Tule Spring 3",4010,"39.35113244","-113.51564525",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4425.76500000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C0000000100000093EBE9D19203AAFFD9D5AD0868233401","1.08000000"
1246,"392105113305401","North Tule - 4012","Well","North Tule - 4012","16020303","160203030211","North Tule Spring 4a",4012,"39.35137143","-113.51492472",3,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4424.91200000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000BFC4B6D29203A0A2F8D5AD0868233401","0.83000000"
1247,"392107113305901","North Tule - 4011","Well","North Tule - 4011","16020303","160203030211","North Tule Spring 3",4011,"39.35183122","-113.51636096",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4425.26900000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000AC97A1D19203A8E3BAD6AD0868233401","1.03000000"
1248,"392110113305501","North Tule - 4013","Well","North Tule - 4013","16020303","160203030211","North Tule Spring 4a",4013,"39.35264930","-113.51530208",3,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4423.43200000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C0000000100000080D593D29203B8C2A6D7AD0868233401","1.23000000"
1249,"392115113305401","North Tule - 4015","Well","North Tule - 4015","16020303","160203030211","North Tule Spring 4a",4015,"39.35420345","-113.51503015",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4422.45400000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C000000010000009191B6D2920398A7F8D8AD0868233401","1.44000000"
1290,"374831109151701","MZ57","Other-Ground Water","","14080203","140802030106","WRI - Montezuma",1116,"37.80852500","-109.25470100",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","6555.57000000","ft","Digital Elevation Model","NAVD88","UT","037",NULL,NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000AFA2A29EAE03B6F895E6A00839383033",NULL
1250,"392217113305001","Willow Spring - 4030","Well","Willow Spring - 4030","16020303","160203030211","Willow Spring 1",4030,"39.37144790","-113.51387549",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4424.75100000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000A6D4F0D39203A0BF95EBAD0801000000","1.01000000"
1251,"392128113305701","Gold Star - 4020","Well","Gold Star - 4020","16020303","160203030211","Gold Star Spring 8",4020,"39.35786609","-113.51590479",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4422.31300000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C000000010000009FFAE7D19203B292EBDCAD0868233401","1.78000000"
1252,"392001113310901","South Tule - 4001","Well","South Tule - 4001","16020303","160203030105","South Tule Spring 6",4001,"39.33365829","-113.51907555",3,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4428.17600000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C0000000100000090F8BECE920386AFA4C3AD0868233401","0.98000000"
1253,"392003113311201","South Tule - 4002","Well","South Tule - 4002","16020303","160203030211","South Tule Spring 6",4002,"39.33407207","-113.52001742",3,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4427.75300000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000AAB2DDCD92039A99DFC3AD0868233401","0.92000000"
1254,"392006113310701","South Tule - 4003","Well","South Tule - 4003","16020303","160203030211","South Tule Spring 6",4003,"39.33494242","-113.51850377",3,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4427.75900000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C0000000100000096FAFFCE9203B4D7D0C4AD0868233401","0.74000000"
1255,"392528113291201","Coyote Spring - 4040","Well","Coyote Spring - 4040","16020303","160203030210","Coyote Spring",4040,"39.42452058","-113.48671628",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4426.88700000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000A393DFEB920388C9DDA2AE0801000000","1.00000000"
1256,"392532113291101","Coyote Spring - 4042","Well","Coyote Spring - 4042","16020303","160203030210","Coyote Spring",4042,"39.42558019","-113.48626835",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4425.13100000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000A19792EC9203A2ECEBA3AE0801000000","1.06000000"
1257,"392516113290501","Coyote Spring - 4047","Well","Coyote Spring - 4047","16020303","160203030210","Coyote Spring",4047,"39.42105618","-113.48482005",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4427.30000000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C000000010000008FBE99ED920398D4829FAE0801000000","1.12000000"
1258,"392518113290301","Coyote Spring - 4046","Well","Coyote Spring - 4046","16020303","160203030210","Coyote Spring",4046,"39.42165287","-113.48413532",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4426.91900000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C000000010000008FD6E3ED920398C3D19FAE0801000000","1.16000000"
1259,"392522113291001","Coyote Spring - 4048","Well","Coyote Spring - 4048","16020303","160203030210","Coyote Spring",4048,"39.42270186","-113.48613602",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4427.52000000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000BCAA95EC9203A2BAE5A0AE0801000000","1.08000000"
1260,"392532113290401","Coyote Spring - 4043","Well","Coyote Spring - 4043","16020303","160203030210","Coyote Spring",4043,"39.42560049","-113.48450733",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4425.61400000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000AEA8CBED9203A6BFE9A3AE0801000000","1.53000000"
1261,"392527113290301","Coyote Spring - 4044","Well","Coyote Spring - 4044","16020303","160203030210","Coyote Spring",4044,"39.42418154","-113.48412589",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4425.97500000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C000000010000009C8DEEED92039690A8A2AE0801000000","1.23000000"
1262,"392520113285801","Coyote Spring - 4045","Well","Coyote Spring - 4045","16020303","160203030210","Coyote Spring",4045,"39.42236012","-113.48288158",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4425.48200000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C000000010000008589EAEE920390DDADA0AE0801000000","0.85000000"
1263,"392529113290901","Coyote Spring - 4041","Well","Coyote Spring - 4041","16020303","160203030210","Coyote Spring",4041,"39.42483046","-113.48596234",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4426.25000000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-09 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C0000000100000083C5AFEC9203B4AF85A3AE0801000000","1.46000000"
1264,"392110113305401","North Tule - 4014","Well","North Tule - 4014","16020303","160203030211","North Tule Spring 4a",4014,"39.35275959","-113.51509812",3,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4423.64500000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-05-08 00:00:00",NULL,0,"LS",0,"280000000100000001000400206900000C00000001000000ABC4A9D2920388EFB4D7AD0868233401","0.95000000"
1267,"392752112020401","Mills-Mona Barometer  - 9063","Atmosphere","Mills-Mona Barometer  - 9063","16030005","160300050206","Mills-Mona",9063,"39.46433545","-112.03441670",10,"ft","GPS-Unspecified","NAD83","4921.51000000","ft","Digital Elevation Model","NAVD88","UT","023","Other",NULL,NULL,NULL,NULL,"Mills-Mona Wetlands",NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"RS",0,"280000000100000001000400206900000C0000000100000093C4BA949C03A9C1CCB5AE0808000000",NULL
1273,"392527113291201","Coyote Spring - 4000","Spring","Coyote Spring - 4000","16020303","160203030210","Coyote Springhead",4000,"39.42412195","-113.48677823",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4429.43000000","ft","Digital Elevation Model","NAVD88","UT","027","Other",NULL,NULL,NULL,NULL,"Tule Valley Wetlands",NULL,NULL,"Background","Tule Valley Wetlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",-1,NULL,NULL,NULL,"Not a well location.  Monitoring location at the springhead for chemistry.",NULL,NULL,NULL,NULL,NULL,NULL,"9027","2018-10-16 00:00:00",NULL,1,"LS",0,"280000000100000001000400206900000C00000001000000A493D7EB920392DEA7A2AE0801000000",NULL
1274,"374852109150801","121","Well","upper Boulder Ck piezometer or SM","14080203","140802030106",NULL,1100,"37.81432300","-109.25231500",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","6587.13000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000081FF93A0AE039F8AACECA008696F6E2E",NULL
1275,"374846109150701","120","Well","upper Boulder Ck piezometer or SM","14080203","140802030106",NULL,1101,"37.81289300","-109.25183700",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","6594.66000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A5FDCAA0AE03A2ACEBEAA008696F6E2E",NULL
1276,"374846109150801","119","Well","upper Boulder Ck piezometer or SM","14080203","140802030106",NULL,1102,"37.81291000","-109.25213400",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","6580.71000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BA82ABA0AE03B686EDEAA008696F6E2E",NULL
1277,"374650109155902","117","Well","lower Boulder Ck piezometer","14080203","140802030106",NULL,1103,"37.78045600","-109.26648600",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5622.30000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000082A8F694AE03A1B4A4C8A00800000000",NULL
1278,"374650109160002","116","Well","lower Boulder Ck piezometer","14080203","140802030106",NULL,1104,"37.78051700","-109.26652900",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5619.04000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000ADC4F194AE0389CBACC8A00800000000",NULL
1279,"374650109160001","115","Well","lower Boulder Ck piezometer","14080203","140802030106",NULL,1105,"37.78058600","-109.26659800",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5619.96000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000082F9E994AE03B5E5B5C8A00800000000",NULL
1280,"374430109054003","112","Well","upper CBC piezometer or SM","14080203","140802030205",NULL,1106,"37.74186700","-109.09447500",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","6087.30000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000095959DA6AF0384A8A1A2A00800000000",NULL
1281,"374430109054004","111","Well","upper CBC piezometer or SM","14080203","140802030205",NULL,1107,"37.74177800","-109.09448100",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","6080.89000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000089E29CA6AF03949F95A2A00800000000",NULL
1282,"374430109054001","110","Well","upper CBC piezometer or SM","14080203","140802030205",NULL,1108,"37.74166700","-109.09448700",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","6073.58000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000AEB69CA6AF03879986A2A00800000000",NULL
1283,"373627109141401","104","River/Stream","streamflow measurement","14080203","140802030205",NULL,1109,"37.60748600","-109.23723600",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5178.11000000","ft","Digital Elevation Model","NAVD88","UT","037",NULL,NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000091DDF7B0AE03B9CFDA919F0860000000",NULL
1284,"373629109141701","099","Well","lower CBC piezometer alternate","14080203","140802030205",NULL,1110,"37.60801700","-109.23799600",10,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5177.05000000","ft","Digital Elevation Model","NAVD88","UT","037","Piezometer",NULL,NULL,NULL,NULL,"Montezuma Creek",NULL,NULL,NULL,"WRI - Montezuma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BABDA4B0AE038881A1929F0832383030",NULL
